rank,track_name,artist,listeners,url,pct_listeners
105,See You Again (feat. Kali Uchis),"Tyler, The Creator",715,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)",0.44
106,JUMP,BLACKPINK,714,https://www.last.fm/music/BLACKPINK/_/JUMP,0.44
107,NEURON (with Gaeko & YOON MIRAE),j-hope,714,https://www.last.fm/music/j-hope/_/NEURON+(with+Gaeko+&+YOON+MIRAE),0.44
108,Wi$h Li$t,Taylor Swift,713,https://www.last.fm/music/Taylor+Swift/_/Wi$h+Li$t,0.44
109,Another Level,Jin,709,https://www.last.fm/music/Jin/_/Another+Level,0.43
110,I NEED U,BTS,708,https://www.last.fm/music/BTS/_/I+NEED+U,0.43
111,Pied Piper,BTS,708,https://www.last.fm/music/BTS/_/Pied+Piper,0.43
112,Ruin the Friendship,Taylor Swift,703,https://www.last.fm/music/Taylor+Swift/_/Ruin+the+Friendship,0.43
113,When Did You Get Hot?,Sabrina Carpenter,703,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F,0.43
114,Diles,Bad Bunny,703,https://www.last.fm/music/Bad+Bunny/_/Diles,0.43
115,Dimple,BTS,702,https://www.last.fm/music/BTS/_/Dimple,0.43
116,Smeraldo Garden Marching Band (feat. Loco),Jimin,698,https://www.last.fm/music/Jimin/_/Smeraldo+Garden+Marching+Band+(feat.+Loco),0.43
117,Rainy Days,V,692,https://www.last.fm/music/V/_/Rainy+Days,0.42
118,Filter,BTS,687,https://www.last.fm/music/BTS/_/Filter,0.42
119,"One of the Girls (with JENNIE, Lily Rose Depp)",The Weeknd,687,"https://www.last.fm/music/The+Weeknd/_/One+of+the+Girls+(with+JENNIE,+Lily+Rose+Depp)",0.42
120,we can't be friends (wait for your love),Ariana Grande,686,https://www.last.fm/music/Ariana+Grande/_/we+can%27t+be+friends+(wait+for+your+love),0.42
121,The Astronaut,Jin,685,https://www.last.fm/music/Jin/_/The+Astronaut,0.42
122,Intro : Dt sugA (Feat. DJ Friz),Agust D,684,https://www.last.fm/music/Agust+D/_/Intro+:+Dt+sugA+(Feat.+DJ+Friz),0.42
123,CRAZY,LE SSERAFIM,684,https://www.last.fm/music/LE+SSERAFIM/_/CRAZY,0.42
124,Spring Day,BTS,682,https://www.last.fm/music/BTS/_/Spring+Day,0.42
125,Ditto,NewJeans,682,https://www.last.fm/music/NewJeans/_/Ditto,0.42
126,CANCELLED!,Taylor Swift,678,https://www.last.fm/music/Taylor+Swift/_/CANCELLED%21,0.41
127,Hate You,Jung Kook,677,https://www.last.fm/music/Jung+Kook/_/Hate+You,0.41
128,Still Life (with Anderson .Paak),RM,676,https://www.last.fm/music/RM/_/Still+Life+(with+Anderson+.Paak),0.41
129,Feel Good Inc.,Gorillaz,676,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.,0.41
130,Eyes Closed (with Zayn),JISOO,674,https://www.last.fm/music/JISOO/_/Eyes+Closed+(with+Zayn),0.41
131,GO!,CORTIS,670,https://www.last.fm/music/CORTIS/_/GO%21,0.41
132,I’ll Be There,Jin,669,https://www.last.fm/music/Jin/_/I%E2%80%99ll+Be+There,0.41
133,Otro Atardecer,Bad Bunny,662,https://www.last.fm/music/Bad+Bunny/_/Otro+Atardecer,0.4
134,Die with a Smile,Lady Gaga,662,https://www.last.fm/music/Lady+Gaga/_/Die+with+a+Smile,0.4
135,Closer to You (feat. Major Lazer),Jung Kook,660,https://www.last.fm/music/Jung+Kook/_/Closer+to+You+(feat.+Major+Lazer),0.4
136,More,Zion,660,https://www.last.fm/music/Zion/_/More,0.4
137,Magnetic,ILLIT,658,https://www.last.fm/music/ILLIT/_/Magnetic,0.4
138,IDOL,BTS,656,https://www.last.fm/music/BTS/_/IDOL,0.4
139,Virgen,Adolescent's Orquesta,654,https://www.last.fm/music/Adolescent%27s+Orquesta/_/Virgen,0.4
140,Black Swan,BTS,653,https://www.last.fm/music/BTS/_/Black+Swan,0.4
141,La Plena - W Sound 05,W Sound,652,https://www.last.fm/music/W+Sound/_/La+Plena+-+W+Sound+05,0.4
142,Kiss Me More (feat. SZA),Doja Cat,651,https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),0.4
143,"Closer (with Paul Blanco, Mahalia)",RM,650,"https://www.last.fm/music/RM/_/Closer+(with+Paul+Blanco,+Mahalia)",0.4
144,Falling,Jin,650,https://www.last.fm/music/Jin/_/Falling,0.4
145,Euphoria,BTS,650,https://www.last.fm/music/BTS/_/Euphoria,0.4
146,SLOW DANCING IN THE DARK,Joji,649,https://www.last.fm/music/Joji/_/SLOW+DANCING+IN+THE+DARK,0.4
147,Gameboy,KATSEYE,648,https://www.last.fm/music/KATSEYE/_/Gameboy,0.4
148,Candy,Plan B,647,https://www.last.fm/music/Plan+B/_/Candy,0.4
149,Never Let Go,Jung Kook,645,https://www.last.fm/music/Jung+Kook/_/Never+Let+Go,0.39
150,LUNA,Feid,643,https://www.last.fm/music/Feid/_/LUNA,0.39
151,Creep,Radiohead,639,https://www.last.fm/music/Radiohead/_/Creep,0.39
152,like JENNIE,Jennie,638,https://www.last.fm/music/Jennie/_/like+JENNIE,0.39
153,Stay Alive (Prod. SUGA of BTS),Jung Kook,635,https://www.last.fm/music/Jung+Kook/_/Stay+Alive+(Prod.+SUGA+of+BTS),0.39
154,El Teléfono,"Héctor ""El Father""",633,https://www.last.fm/music/H%C3%A9ctor+%22El+Father%22/_/El+Tel%C3%A9fono,0.39
155,Lie,BTS,630,https://www.last.fm/music/BTS/_/Lie,0.39
156,Neva Play (feat. RM of BTS),Megan Thee Stallion,627,https://www.last.fm/music/Megan+Thee+Stallion/_/Neva+Play+(feat.+RM+of+BTS),0.38
157,Blue,V,625,https://www.last.fm/music/V/_/Blue,0.38
158,Life Goes On,Agust D,622,https://www.last.fm/music/Agust+D/_/Life+Goes+On,0.38
159,Nuts,RM,621,https://www.last.fm/music/RM/_/Nuts,0.38
160,Shot Glass of Tears,Jung Kook,617,https://www.last.fm/music/Jung+Kook/_/Shot+Glass+of+Tears,0.38
161,Billyeoon Goyangi (Do the Dance),ILLIT,617,https://www.last.fm/music/ILLIT/_/Billyeoon+Goyangi+(Do+the+Dance),0.38
162,ON,BTS,617,https://www.last.fm/music/BTS/_/ON,0.38
163,Tiroteo - Remix,Marc Seguí,617,https://www.last.fm/music/Marc+Segu%C3%AD/_/Tiroteo+-+Remix,0.38
164,Interlude : Dawn,Agust D,616,https://www.last.fm/music/Agust+D/_/Interlude+:+Dawn,0.38
165,Into You,Ariana Grande,616,https://www.last.fm/music/Ariana+Grande/_/Into+You,0.38
166,Selfless,The Strokes,616,https://www.last.fm/music/The+Strokes/_/Selfless,0.38
167,Come back to me,RM,608,https://www.last.fm/music/RM/_/Come+back+to+me,0.37
168,RUN,BTS,608,https://www.last.fm/music/BTS/_/RUN,0.37
169,Honey,Taylor Swift,605,https://www.last.fm/music/Taylor+Swift/_/Honey,0.37
170,On Melancholy Hill,Gorillaz,605,https://www.last.fm/music/Gorillaz/_/On+Melancholy+Hill,0.37
171,That's What I Like,Bruno Mars,605,https://www.last.fm/music/Bruno+Mars/_/That%27s+What+I+Like,0.37
172,My You,Jung Kook,604,https://www.last.fm/music/Jung+Kook/_/My+You,0.37
173,Every Breath You Take,The Police,604,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,0.37
174,WELTiTA,Bad Bunny,600,https://www.last.fm/music/Bad+Bunny/_/WELTiTA,0.37
175,Butterfly,BTS,598,https://www.last.fm/music/BTS/_/Butterfly,0.37
176,Eldest Daughter,Taylor Swift,597,https://www.last.fm/music/Taylor+Swift/_/Eldest+Daughter,0.36
177,INTRO.,BTS,596,https://www.last.fm/music/BTS/_/INTRO.,0.36
178,For Us,V,595,https://www.last.fm/music/V/_/For+Us,0.36
179,no tiene sentido,Beéle,594,https://www.last.fm/music/Be%C3%A9le/_/no+tiene+sentido,0.36
180,Eyes Without a Face,Billy Idol,594,https://www.last.fm/music/Billy+Idol/_/Eyes+Without+a+Face,0.36
181,PERRO NEGRO,Bad Bunny,591,https://www.last.fm/music/Bad+Bunny/_/PERRO+NEGRO,0.36
182,Yo sé,Yan Block,586,https://www.last.fm/music/Yan+Block/_/Yo+s%C3%A9,0.36
183,People,Agust D,586,https://www.last.fm/music/Agust+D/_/People,0.36
184,AMYGDALA,Agust D,585,https://www.last.fm/music/Agust+D/_/AMYGDALA,0.36
185,INTRO : Calling,BTS,584,https://www.last.fm/music/BTS/_/INTRO+:+Calling,0.36
186,505,Arctic Monkeys,584,https://www.last.fm/music/Arctic+Monkeys/_/505,0.36
187,OUTRO : Crack,BTS,583,https://www.last.fm/music/BTS/_/OUTRO+:+Crack,0.36
188,Serendipity (Full Length Edition),BTS,583,https://www.last.fm/music/BTS/_/Serendipity+(Full+Length+Edition),0.36
189,Juno,Sabrina Carpenter,583,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,0.36
190,Guess featuring billie eilish,Charli xcx,577,https://www.last.fm/music/Charli+xcx/_/Guess+featuring+billie+eilish,0.35
191,Airplane pt.2,BTS,574,https://www.last.fm/music/BTS/_/Airplane+pt.2,0.35
192,Sparks,Coldplay,574,https://www.last.fm/music/Coldplay/_/Sparks,0.35
193,WILDFLOWER,Billie Eilish,572,https://www.last.fm/music/Billie+Eilish/_/WILDFLOWER,0.35
194,Please Please Please,Sabrina Carpenter,572,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,0.35
195,444,Yan Block,571,https://www.last.fm/music/Yan+Block/_/444,0.35
196,ANTIFRAGILE,LE SSERAFIM,571,https://www.last.fm/music/LE+SSERAFIM/_/ANTIFRAGILE,0.35
197,QUE PRETENDES,J Balvin,571,https://www.last.fm/music/J+Balvin/_/QUE+PRETENDES,0.35
198,Super Shy,NewJeans,569,https://www.last.fm/music/NewJeans/_/Super+Shy,0.35
199,Glimpse of Us,Joji,565,https://www.last.fm/music/Joji/_/Glimpse+of+Us,0.35
200,Alone,Jimin,564,https://www.last.fm/music/Jimin/_/Alone,0.34
